

Montana (PST) SNOTEL Site Sleeping Woman - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 10 06:02:30 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
783,2020-11-29,,     2.5,     9.9,    -3.8,     1.6,    -5.5,    -0.9,      10,
783,2020-11-30,,     2.4,     9.9,     3.3,     4.1,    -6.7,    -0.5,      10,
783,2020-12-01,,     2.5,     9.9,    -2.6,     4.5,    -2.6,     0.0,      10,
783,2020-12-02,,     2.5,     9.9,    -6.8,     0.9,    -7.3,    -4.2,       9,
783,2020-12-03,,     2.5,     9.9,    -0.2,     1.5,    -7.0,    -2.5,      10,
783,2020-12-04,,     2.5,     9.9,     1.2,     5.3,    -1.2,     0.9,       9,
783,2020-12-05,,     2.5,     9.9,    -0.9,     4.1,    -2.1,    -0.2,       9,
783,2020-12-06,,     2.5,     9.9,     1.6,     7.2,    -1.2,     2.0,       9,
783,2020-12-07,,     2.5,     9.9,    -0.7,     6.5,    -0.9,     1.7,       9,
783,2020-12-08,,     2.4,     9.9,     6.3,     6.3,    -1.4,     3.0,       9,
783,2020-12-09,,     2.4,     9.9,     5.1,     9.8,     4.4,     7.1,       9,
783,2020-12-10,,     2.5,    10.0,    -1.7,     7.1,    -1.9,     1.8,       9,
783,2020-12-11,,     2.5,    10.0,    -6.1,    -1.5,    -6.5,    -4.0,       9,
783,2020-12-12,,     2.5,    10.0,    -7.3,    -1.9,    -7.4,    -5.4,      10,
783,2020-12-13,,     2.5,    10.0,    -9.1,    -3.2,    -9.5,    -6.6,       9,
783,2020-12-14,,     2.6,    10.2,    -5.0,    -2.6,    -9.2,    -5.5,      10,
783,2020-12-15,,     2.7,    10.2,    -4.4,    -1.7,    -5.0,    -4.0,      11,
783,2020-12-16,,     2.9,    10.4,    -2.0,    -1.7,    -4.4,    -3.1,      12,
783,2020-12-17,,     3.0,    10.5,    -0.2,     0.3,    -2.1,    -1.1,      13,
783,2020-12-18,,     3.0,    10.5,    -2.2,     0.2,    -2.7,    -1.2,      13,
783,2020-12-19,,     3.1,    10.6,    -0.7,    -0.3,    -2.5,    -1.8,      13,
783,2020-12-20,,     3.1,    10.6,    -0.6,     0.7,    -1.4,    -0.5,      13,
783,2020-12-21,,     3.5,    11.1,    -0.1,     1.7,    -1.3,     0.5,      14,
783,2020-12-22,,     3.7,    11.3,     3.1,     4.4,    -1.2,     2.0,      16,
783,2020-12-23,,     4.3,    11.9,    -8.8,     3.8,    -9.6,    -5.0,      22,
783,2020-12-24,,     4.4,    12.0,    -8.5,    -4.2,    -9.4,    -7.8,      20,
783,2020-12-25,,     4.4,    12.0,     0.8,     4.9,    -8.5,    -1.0,      20,
783,2020-12-26,,     4.4,    12.0,     0.1,     4.5,    -1.8,     0.9,      20,
783,2020-12-27,,     4.6,    12.2,    -2.9,     0.8,    -3.0,    -0.7,      21,
783,2020-12-28,,     4.6,    12.2,    -6.1,    -1.2,    -7.2,    -4.4,      20,
783,2020-12-29,,     4.7,    12.3,    -4.4,     1.0,    -7.0,    -3.8,      20,
783,2020-12-30,,     4.7,    12.3,    -4.9,    -4.1,   -10.0,    -6.7,      19,
783,2020-12-31,,     4.8,    12.4,    -2.0,    -1.4,    -5.4,    -2.9,      20,
783,2021-01-01,,     4.9,    12.5,    -1.9,    -0.4,    -2.4,    -1.6,      21,
783,2021-01-02,,     4.9,    12.5,     0.0,     1.3,    -2.2,    -0.7,      21,
783,2021-01-03,,     5.0,    12.6,    -0.9,     0.1,    -1.5,    -0.9,      20,
783,2021-01-04,,     5.3,    12.9,    -2.4,     0.2,    -3.3,    -1.4,      22,
783,2021-01-05,,     5.4,    13.0,    -1.1,     1.6,    -3.6,    -0.1,      22,
783,2021-01-06,,     5.4,    13.0,    -1.7,    -0.9,    -3.5,    -2.3,      22,
783,2021-01-07,,     5.4,    13.0,    -1.4,     4.2,    -3.0,    -0.4,      22,
783,2021-01-08,,     5.5,    13.1,    -2.4,     0.4,    -2.6,    -1.6,      20,
783,2021-01-09,,     5.5,    13.1,    -4.9,     0.4,    -5.9,    -3.3,      20,
783,2021-01-10,,     5.5,    13.1,    -4.5,    -1.7,    -5.1,    -3.6,      20,
783,2021-01-11,,     5.5,    13.1,    -2.2,     0.9,    -8.0,    -2.9,      21,
783,2021-01-12,,     5.5,    13.1,     1.7,     2.3,    -4.3,    -0.6,      21,
783,2021-01-13,,     6.0,    13.6,     1.8,     2.8,     0.6,     1.7,      22,
783,2021-01-14,,     6.5,    14.0,    -5.2,     3.0,    -5.2,    -1.7,      23,
783,2021-01-15,,     6.4,    14.0,    -1.6,    -0.6,    -7.6,    -4.6,      23,
783,2021-01-16,,     6.6,    14.2,    -2.9,     3.9,    -3.1,    -0.2,      24,
783,2021-01-17,,     6.6,    14.2,    -2.3,    -0.3,    -4.7,    -2.1,      25,
783,2021-01-18,,     6.9,    14.5,    -3.8,    -0.1,    -4.1,    -1.8,      26,
783,2021-01-19,,     7.0,    14.7,    -7.3,    -1.0,    -7.6,    -4.6,      25,
783,2021-01-20,,     7.0,    14.7,    -3.1,    -1.4,    -9.2,    -4.6,      26,
783,2021-01-21,,     6.9,    14.7,    -3.5,    -0.1,    -4.1,    -2.7,      26,
783,2021-01-22,,     7.0,    14.7,    -6.3,    -2.0,    -6.5,    -4.5,      26,
783,2021-01-23,,     7.1,    14.7,    -9.3,    -2.7,    -9.4,    -6.3,      26,
783,2021-01-24,,     7.1,    14.7,    -8.6,    -3.8,    -9.8,    -7.6,      24,
783,2021-01-25,,     7.0,    14.7,    -7.1,    -2.0,   -11.1,    -6.9,      26,
783,2021-01-26,,     7.1,    14.7,    -9.6,    -1.9,    -9.6,    -7.1,      26,
783,2021-01-27,,     7.1,    14.7,    -8.7,    -4.4,   -11.6,    -8.9,      24,
783,2021-01-28,,     7.0,    14.7,    -2.6,    -2.0,   -12.6,    -5.4,      26,
783,2021-01-29,,     7.1,    14.9,    -0.3,     2.6,    -4.7,    -0.8,      26,
783,2021-01-30,,     7.2,    15.0,    -1.8,     1.2,    -3.1,    -1.0,      26,
783,2021-01-31,,     7.3,    15.0,    -2.2,    -0.2,    -4.3,    -2.4,      28,
783,2021-02-01,,     7.3,    15.0,     1.2,     3.3,    -3.6,     0.0,      27,
783,2021-02-02,,     7.2,    15.0,     5.2,     6.8,    -1.7,     3.4,      27,
783,2021-02-03,,     7.6,    15.2,    -5.0,     5.5,    -5.1,     0.9,      28,
783,2021-02-04,,     7.8,    15.3,    -5.7,    -1.6,    -6.5,    -4.4,      30,
783,2021-02-05,,     8.0,    15.7,    -3.9,    -3.8,    -5.8,    -4.9,      33,
783,2021-02-06,,     8.2,    15.9,    -2.5,    -0.6,    -4.0,    -2.6,      34,
783,2021-02-07,,     9.2,    16.9,    -4.2,    -2.2,    -4.6,    -3.1,      44,
783,2021-02-08,,     9.3,    17.0,    -9.9,    -4.0,   -13.3,    -7.3,      41,
783,2021-02-09,,     9.5,    17.0,   -11.1,    -5.7,   -11.1,    -9.0,      43,
783,2021-02-10,,     9.7,    17.1,   -11.8,    -8.8,   -12.7,   -11.4,      44,
783,2021-02-11,,     9.9,    17.3,   -12.1,    -8.0,   -13.0,   -11.1,      44,
783,2021-02-12,,     9.9,    17.3,   -24.6,   -11.7,   -25.6,   -20.7,      43,
783,2021-02-13,,    10.0,    17.5,   -19.7,   -16.2,   -25.9,   -22.0,      41,
783,2021-02-14,,    10.0,    17.5,   -17.9,   -13.8,   -22.5,   -17.9,      40,
783,2021-02-15,,    10.1,    17.8,    -5.8,    -5.8,   -19.0,   -12.5,      40,
783,2021-02-16,,    10.2,    18.0,    -5.7,    -0.1,    -7.9,    -4.5,      41,
783,2021-02-17,,    10.3,    18.1,    -6.7,    -3.2,    -7.0,    -5.4,      40,
783,2021-02-18,,    10.4,    18.1,    -9.6,    -2.6,    -9.7,    -6.8,      41,
783,2021-02-19,,    10.5,    18.3,    -4.9,    -4.0,   -13.0,    -7.3,      42,
783,2021-02-20,,    10.6,    18.4,    -5.7,    -0.9,    -6.7,    -3.6,      41,
783,2021-02-21,,    10.6,    18.4,    -5.8,    -0.7,    -8.2,    -5.0,      41,
783,2021-02-22,,    10.6,    18.4,    -0.9,    -0.5,    -5.8,    -2.8,      40,
783,2021-02-23,,    11.2,    19.1,    -2.7,     2.0,    -2.7,    -0.1,      44,
783,2021-02-24,,    11.4,    19.1,    -8.2,    -2.7,    -8.2,    -5.3,      44,
783,2021-02-25,,    11.4,    19.1,    -8.3,    -0.2,    -9.0,    -6.0,      43,
783,2021-02-26,,    12.0,    19.8,    -5.3,    -4.5,    -9.6,    -6.2,      48,
783,2021-02-27,,    12.4,    20.1,    -6.6,     1.6,    -7.2,    -5.0,      50,
783,2021-02-28,,    12.5,    20.2,    -8.2,    -1.0,    -9.0,    -6.7,      51,
783,2021-03-01,,    12.5,    20.2,    -4.2,    -3.5,    -8.5,    -5.4,      49,
783,2021-03-02,,    12.5,    20.2,    -0.7,     5.0,    -6.0,     0.2,      48,
783,2021-03-03,,    12.5,    20.2,    -0.1,     3.7,    -1.3,     0.4,      47,
783,2021-03-04,,    12.5,    20.2,     0.0,     8.7,    -1.6,     2.8,      45,
783,2021-03-05,,    12.5,    20.2,     5.8,    11.7,    -1.2,     4.4,      44,
783,2021-03-06,,    12.5,    20.2,     1.6,    11.5,     1.1,     5.5,      43,
783,2021-03-07,,    12.5,    20.2,    -3.8,     8.8,    -3.8,     2.0,      43,
783,2021-03-08,,    12.6,    20.2,    -4.0,     1.9,    -6.7,    -2.4,      42,
783,2021-03-09,,    12.6,    20.2,    -5.3,     0.4,    -6.4,    -4.1,      43,
783,2021-03-10,,    12.7,    20.4,    -5.3,     1.9,    -6.6,    -3.8,      42,
783,2021-03-11,,    12.7,    20.4,    -5.7,     3.2,    -6.4,    -3.4,      42,
783,2021-03-12,,    12.7,    20.4,    -3.9,     4.5,    -7.0,    -2.3,      43,
783,2021-03-13,,    12.7,    20.4,    -1.6,     6.4,    -5.0,    -0.3,      42,
783,2021-03-14,,    12.7,    20.4,     0.6,     8.7,    -2.7,     2.1,      41,
783,2021-03-15,,    12.6,    20.4,     2.4,    11.4,    -2.2,     4.4,      41,
783,2021-03-16,,    12.6,    20.4,     2.2,     7.9,     0.4,     3.1,      40,
783,2021-03-17,,    12.6,    20.4,    -0.3,     8.1,    -0.9,     2.1,      40,
783,2021-03-18,,    12.6,    20.4,     3.6,    10.7,    -1.4,     3.7,      39,
783,2021-03-19,,    12.6,    20.4,     6.4,    12.5,     0.2,     6.1,      38,
783,2021-03-20,,    12.6,    20.4,    -3.9,     6.6,    -4.3,     1.9,      38,
783,2021-03-21,,    12.7,    20.4,    -3.2,     4.9,    -4.3,    -1.5,      38,
783,2021-03-22,,    12.8,    20.5,    -4.0,     2.0,    -4.1,    -2.3,      40,
783,2021-03-23,,    12.8,    20.5,    -5.5,     2.1,    -6.0,    -2.3,      40,
783,2021-03-24,,    12.9,    20.6,    -4.2,     1.6,    -5.9,    -2.5,      40,
783,2021-03-25,,    13.1,    20.9,    -2.2,     1.0,    -4.6,    -2.4,      42,
783,2021-03-26,,    13.2,    20.9,    -3.5,     2.4,    -3.8,    -1.6,      43,
783,2021-03-27,,    13.2,    21.0,    -0.7,     1.8,    -4.7,    -1.0,      42,
783,2021-03-28,,    13.2,    21.0,     3.3,     6.2,    -0.8,     2.3,      41,
783,2021-03-29,,    13.6,    21.5,    -5.1,     9.5,    -5.1,     4.2,      44,
783,2021-03-30,,    14.0,    21.8,    -8.7,    -3.1,    -8.7,    -6.1,      46,
783,2021-03-31,,    14.1,    21.9,    -5.0,    -2.5,   -11.0,    -5.9,      46,
783,2021-04-01,,    14.1,    21.9,     3.2,     6.3,    -5.4,     0.7,      43,
783,2021-04-02,,    13.9,    21.9,     6.0,    13.0,     2.7,     7.4,      41,
783,2021-04-03,,    13.7,    21.9,     4.3,    12.1,     2.7,     6.9,      40,
783,2021-04-04,,    13.4,    21.9,     3.5,    12.6,     2.7,     7.1,      39,
783,2021-04-05,,    13.2,    21.9,    -0.6,    10.2,    -0.6,     5.3,      38,
783,2021-04-06,,    13.4,    22.0,    -2.3,     2.8,    -2.6,    -0.1,      38,
783,2021-04-07,,    13.5,    22.1,     1.8,    10.1,    -3.1,     3.2,      38,
783,2021-04-08,,    13.2,    22.1,     0.7,    12.3,     0.0,     5.7,      37,
783,2021-04-09,,    13.4,    22.3,    -4.0,     2.6,    -4.1,    -1.6,      39,
783,2021-04-10,,    13.6,    22.3,     2.3,     7.0,    -4.7,     0.9,      38,
783,2021-04-11,,    13.9,    22.6,    -7.0,     2.3,    -7.0,    -2.4,      40,
783,2021-04-12,,    14.0,    22.6,    -7.2,     0.9,    -8.5,    -4.6,      41,
783,2021-04-13,,    14.1,    22.7,    -5.9,     3.7,    -7.7,    -3.0,      40,
783,2021-04-14,,    14.0,    22.7,    -6.8,     4.1,    -7.4,    -2.4,      40,
783,2021-04-15,,    13.9,    22.7,    -1.7,     4.8,    -7.5,    -1.0,      39,
783,2021-04-16,,    13.9,    22.7,     0.7,     9.2,    -2.8,     2.5,      38,
783,2021-04-17,,    13.7,    22.7,     1.4,    10.7,    -1.8,     3.9,      36,
783,2021-04-18,,    13.4,    22.7,     5.8,    14.2,     1.1,     7.8,      35,
783,2021-04-19,,    13.6,    23.2,    -4.2,    13.5,    -4.2,     6.1,      39,
783,2021-04-20,,    13.3,    23.2,    -5.7,     3.0,    -6.1,    -3.0,      37,
783,2021-04-21,,    13.2,    23.2,    -3.0,     6.4,    -7.5,    -0.6,      35,
783,2021-04-22,,    13.0,    23.2,     4.2,    10.6,    -3.9,     4.2,      34,
783,2021-04-23,,    13.5,    23.7,    -2.2,     6.2,    -2.3,     1.8,      38,
783,2021-04-24,,    13.6,    23.9,     1.3,     5.4,    -3.2,     0.4,      36,
783,2021-04-25,,    13.8,    24.2,     1.1,     5.5,     0.1,     2.4,      36,
783,2021-04-26,,    13.9,    24.4,    -2.0,     6.7,    -2.0,     1.9,      34,
783,2021-04-27,,    13.8,    24.4,    -0.1,     6.9,    -2.5,     1.7,      36,
783,2021-04-28,,    13.6,    24.4,     3.4,     9.4,    -0.7,     4.0,      36,
783,2021-04-29,,    13.2,    24.4,     6.9,    12.9,    -0.1,     6.8,      34,
783,2021-04-30,,    12.1,    24.4,     8.8,    15.9,     5.3,    10.9,      30,
783,2021-05-01,,    11.3,    24.4,     6.0,    16.6,     4.7,    10.2,      29,
783,2021-05-02,,    10.8,    24.4,     3.8,    11.5,     3.2,     7.4,      27,
783,2021-05-03,,    11.0,    24.5,    -0.4,     7.1,    -0.5,     2.6,      28,
783,2021-05-04,,    10.5,    24.6,     2.5,    10.8,    -1.3,     4.6,      27,
783,2021-05-05,,    10.0,    24.6,     4.3,    10.1,     1.2,     5.7,      25,
783,2021-05-06,,     9.4,    24.6,     6.4,    13.9,     3.4,     7.7,      23,
783,2021-05-07,,     8.3,    24.6,    11.2,    20.5,     4.5,    12.6,      21,
783,2021-05-08,,     8.2,    24.6,    -1.6,    11.5,    -1.6,     3.6,      20,
783,2021-05-09,,     8.2,    24.6,     0.0,     2.0,    -2.0,    -0.3,      21,
783,2021-05-10,,     8.3,    24.7,    -0.6,     6.0,    -1.2,     1.1,      21,
783,2021-05-11,,     8.4,    24.8,     2.0,     8.3,    -2.3,     2.5,      20,
783,2021-05-12,,     8.0,    24.8,     1.6,    10.6,     1.4,     3.5,      19,
783,2021-05-13,,     7.4,    24.9,     4.5,    13.1,     4.4,     8.8,      18,
783,2021-05-14,,     6.5,    24.9,     5.8,    15.0,     3.9,     9.1,      16,
783,2021-05-15,,     5.7,    24.9,     6.7,    15.8,     4.9,     9.3,      14,
783,2021-05-16,,     4.6,    24.9,     8.4,    17.3,     5.4,    10.8,      11,
783,2021-05-17,,     3.3,    24.9,    10.8,    19.5,     8.0,    13.4,       8,
783,2021-05-18,,     1.8,    24.9,    10.0,    19.8,     9.4,    14.6,       4,
783,2021-05-19,,     0.8,    24.9,     1.3,    10.2,     0.1,     5.9,       2,
783,2021-05-20,,     1.0,    25.3,     0.3,     3.4,     0.3,     1.4,       2,
783,2021-05-21,,     1.3,    25.7,    -2.2,     2.3,    -2.2,     0.0,       5,
783,2021-05-22,,     1.4,    25.7,    -2.5,     1.5,    -2.6,    -1.1,       6,
783,2021-05-23,,     1.2,    25.7,     4.1,    11.3,    -4.5,     3.2,       4,
783,2021-05-24,,     1.5,    27.3,     3.2,     4.6,     1.5,     2.9,       3,
783,2021-05-25,,     0.8,    27.4,     5.3,     6.6,     2.9,     4.5,       2,
783,2021-05-26,,     0.3,    27.6,     4.5,    10.6,     4.5,     6.4,       1,
783,2021-05-27,,     0.0,    28.3,     6.2,    10.3,     4.1,     6.2,       0,
783,2021-05-28,,     0.0,    28.5,     4.0,    16.7,     3.7,     9.8,       0,
783,2021-05-29,,     0.0,    28.6,     1.9,     6.5,     1.4,     3.3,       0,
783,2021-05-30,,     0.0,    28.6,     5.2,    12.8,     1.2,     6.7,       0,
783,2021-05-31,,     0.0,    28.6,     8.1,    17.1,     4.4,    11.0,       0,
783,2021-06-01,,     0.0,    28.6,    12.2,    19.7,     7.4,    13.9,       0,
783,2021-06-02,,     0.0,    28.6,    13.3,    21.1,    10.2,    15.6,       0,
783,2021-06-03,,     0.0,    28.6,    16.1,    24.2,    12.0,    18.6,       0,
783,2021-06-04,,     0.0,    28.6,    16.9,    25.4,    13.8,    19.9,       0,
783,2021-06-05,,     0.0,    28.6,     9.3,    21.2,     9.2,    16.1,       0,
783,2021-06-06,,     0.0,    28.6,     3.1,    14.3,     3.0,    10.0,       0,
783,2021-06-07,,     0.0,    28.6,     2.9,    10.3,     2.2,     5.4,       0,
783,2021-06-08,,     0.0,    28.6,     5.0,    13.4,     0.1,     6.7,       0,
783,2021-06-09,,     0.0,    28.6,     9.0,    15.6,     4.7,     9.1,       0,
783,2021-06-10,,     0.0,    29.1,     5.1,    11.3,     5.0,     7.9,       0,
783,2021-06-11,,     0.0,    30.8,     3.5,     5.6,     1.5,     3.4,       0,
783,2021-06-12,,     0.0,    30.8,     6.7,    14.1,     3.0,     8.2,       0,
783,2021-06-13,,     0.0,    30.8,     8.0,    14.4,     5.9,     9.2,       0,
783,2021-06-14,,     0.0,    30.8,    15.3,    25.4,     7.5,    18.3,       0,
783,2021-06-15,,     0.0,    30.8,    16.8,    26.3,    14.5,    21.0,       0,
783,2021-06-16,,     0.0,    30.8,     5.6,    19.2,     5.6,    13.1,       0,
783,2021-06-17,,     0.0,    30.8,     7.6,    16.0,     3.9,     9.6,       0,
783,2021-06-18,,     0.0,    30.8,    10.0,    18.9,     5.9,    12.5,       0,
783,2021-06-19,,     0.0,    30.8,    13.1,    21.3,     8.6,    15.4,       0,
783,2021-06-20,,     0.0,    30.8,    13.4,    20.7,    11.9,    15.4,       0,
783,2021-06-21,,     0.0,    31.0,     8.6,    14.8,     7.4,    10.3,       0,
783,2021-06-22,,     0.0,    31.0,    14.6,    21.5,     7.0,    14.9,       0,
783,2021-06-23,,     0.0,    31.0,    16.4,    24.2,    11.2,    18.6,       0,
783,2021-06-24,,     0.0,    31.0,    13.7,    18.2,    13.6,    15.8,       0,
783,2021-06-25,,     0.0,    31.0,    12.5,    21.7,    11.1,    15.8,       0,
783,2021-06-26,,     0.0,    31.0,    13.5,    20.7,    10.3,    15.3,       0,
783,2021-06-27,,     0.0,    31.0,    16.0,    23.3,    12.8,    17.8,       0,
783,2021-06-28,,     0.0,    31.0,    16.3,    25.8,    15.0,    20.4,       0,
783,2021-06-29,,     0.0,    31.0,    19.9,    29.2,    14.3,    21.8,       0,
783,2021-06-30,,     0.0,    31.0,    18.5,    30.0,    18.3,    24.0,       0,
783,2021-07-01,,     0.0,    31.0,    19.7,    30.1,    16.5,    23.6,       0,
783,2021-07-02,,     0.0,    31.0,    17.4,    27.7,    16.3,    21.6,       0,
783,2021-07-03,,     0.0,    31.1,    16.7,    27.5,    14.6,    21.0,       0,
783,2021-07-04,,     0.0,    31.1,    16.0,    27.4,    15.8,    21.3,       0,
783,2021-07-05,,     0.0,    31.1,    15.7,    26.8,    15.2,    21.1,       0,
783,2021-07-06,,     0.0,    31.1,    16.7,    26.2,    14.5,    20.2,       0,
783,2021-07-07,,     0.0,    31.1,    17.4,    25.7,    14.2,    20.0,       0,
783,2021-07-08,,     0.0,    31.1,    12.9,    24.9,    12.9,    18.7,       0,
783,2021-07-09,,     0.0,    31.1,    16.1,    23.9,    10.9,    17.8,       0,
783,2021-07-10,,     0.0,    31.1,    15.3,    23.8,    14.5,    18.3,       0,
783,2021-07-11,,     0.0,    31.1,    16.2,    27.1,    13.8,    20.4,       0,
783,2021-07-12,,     0.0,    31.1,    16.6,    25.5,    15.2,    20.0,       0,
783,2021-07-13,,     0.0,    31.1,    16.6,    25.8,    14.9,    20.0,       0,
783,2021-07-14,,     0.0,    31.1,    15.7,    24.9,    14.7,    19.3,       0,
783,2021-07-15,,     0.0,    31.1,    17.5,    26.7,    14.2,    20.5,       0,
783,2021-07-16,,     0.0,    31.1,    16.1,    25.6,    15.4,    20.5,       0,
783,2021-07-17,,     0.0,    31.1,    15.6,    23.9,    12.2,    18.7,       0,
783,2021-07-18,,     0.0,    31.1,    16.5,    24.5,    12.6,    18.4,       0,
783,2021-07-19,,     0.0,    31.1,    18.4,    27.8,    15.7,    21.4,       0,
