

Montana (PST) SNOTEL Site Sleeping Woman - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 10 06:00:27 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
783,2019-01-04,,     5.7,    12.0,    -0.4,     2.5,    -0.5,     0.8,      24,
783,2019-01-05,,     5.7,    12.0,     1.2,     2.0,    -1.5,     0.8,      24,
783,2019-01-06,,     5.7,    12.0,     2.3,     7.2,    -1.9,     1.9,      23,
783,2019-01-07,,     6.0,    12.4,    -3.3,     2.4,    -3.5,    -1.5,      27,
783,2019-01-08,,     6.1,    12.6,    -6.8,    -3.1,    -7.2,    -5.3,      28,
783,2019-01-09,,     6.2,    12.7,     3.4,     4.7,   -10.6,    -3.4,      26,
783,2019-01-10,,     6.2,    12.7,     1.8,     6.5,     0.5,     3.3,      25,
783,2019-01-11,,     6.2,    12.7,    -1.4,     3.5,    -2.5,     1.0,      25,
783,2019-01-12,,     6.2,    12.7,    -1.0,     2.8,    -3.7,    -1.3,      25,
783,2019-01-13,,     6.2,    12.7,     0.0,     5.8,    -1.5,     1.3,      25,
783,2019-01-14,,     6.2,    12.7,     0.7,     5.3,    -2.1,     1.2,      24,
783,2019-01-15,,     6.2,    12.7,    -1.4,     6.0,    -1.6,     1.7,      24,
783,2019-01-16,,     6.2,    12.7,    -2.6,     3.7,    -4.2,    -1.1,      24,
783,2019-01-17,,     6.2,    12.7,    -2.9,     3.3,    -4.4,    -1.8,      24,
783,2019-01-18,,     6.6,    13.2,    -0.2,     1.3,    -2.8,    -0.4,      28,
783,2019-01-19,,     6.7,    13.2,    -1.3,     0.5,    -3.7,    -1.2,      28,
783,2019-01-20,,     6.9,    13.4,    -2.0,     1.6,    -3.0,    -0.4,      29,
783,2019-01-21,,     7.3,    13.9,    -3.1,    -0.7,    -3.8,    -2.3,      32,
783,2019-01-22,,     7.5,    14.0,    -6.8,    -3.0,    -7.3,    -5.1,      35,
783,2019-01-23,,     7.5,    14.1,    -4.1,    -4.1,    -8.6,    -6.1,      34,
783,2019-01-24,,     8.0,    14.5,    -4.1,    -0.7,    -5.3,    -3.0,      36,
783,2019-01-25,,     8.0,    14.5,    -3.3,    -2.7,    -5.1,    -3.9,      35,
783,2019-01-26,,     8.2,    14.6,    -1.3,    -0.6,    -3.3,    -2.2,      35,
783,2019-01-27,,     8.2,    14.7,     3.7,     5.3,    -1.4,     1.6,      35,
783,2019-01-28,,     8.2,    14.8,    -4.5,     5.8,    -4.5,     1.1,      34,
783,2019-01-29,,     8.2,    14.8,    -8.2,    -1.5,    -9.2,    -6.1,      34,
783,2019-01-30,,     8.2,    14.8,    -4.6,     1.8,    -9.3,    -5.1,      33,
783,2019-01-31,,     8.3,    14.8,    -1.8,    -0.1,    -5.5,    -2.0,      33,
783,2019-02-01,,     8.3,    14.8,     4.0,     5.0,    -1.8,     2.2,      32,
783,2019-02-02,,     8.3,    14.8,     2.1,     6.3,     2.1,     4.2,      32,
783,2019-02-03,,     8.4,    15.0,     1.5,     3.3,     1.0,     1.9,      32,
783,2019-02-04,,     8.7,    15.3,   -16.6,     1.8,   -16.6,    -8.0,      35,
783,2019-02-05,,     8.7,    15.3,   -17.3,   -11.2,   -18.3,   -16.1,      36,
783,2019-02-06,,     8.8,    15.5,   -12.1,    -7.3,   -17.4,   -12.7,      37,
783,2019-02-07,,     8.8,    15.6,   -14.5,   -11.3,   -16.9,   -14.0,      37,
783,2019-02-08,,     9.0,    15.7,   -10.8,    -9.5,   -16.2,   -12.7,      37,
783,2019-02-09,,     9.3,    16.0,   -15.5,    -6.5,   -15.5,    -9.7,      41,
783,2019-02-10,,     9.3,    16.0,   -20.8,   -15.5,   -22.4,   -19.2,      40,
783,2019-02-11,,     9.5,    16.2,   -11.1,    -7.4,   -22.8,   -14.5,      40,
783,2019-02-12,,     9.8,    16.5,    -4.3,    -4.2,   -11.3,    -8.5,      42,
783,2019-02-13,,     9.9,    16.7,    -3.6,    -1.9,    -4.3,    -3.2,      40,
783,2019-02-14,,    10.4,    17.1,    -9.6,    -1.3,    -9.7,    -4.4,      44,
783,2019-02-15,,    11.0,    17.7,    -1.5,     0.1,   -10.4,    -4.3,      47,
783,2019-02-16,,    11.4,    18.1,    -5.2,     2.6,    -5.2,    -2.3,      50,
783,2019-02-17,,    11.7,    18.4,    -5.8,     0.0,    -6.3,    -4.6,      53,
783,2019-02-18,,    11.8,    18.5,   -16.5,    -5.8,   -16.5,   -11.9,      54,
783,2019-02-19,,    11.8,    18.5,   -14.3,    -9.8,   -18.0,   -15.0,      51,
783,2019-02-20,,    12.0,    18.7,    -9.0,    -6.2,   -14.7,   -10.5,      51,
783,2019-02-21,,    12.0,    18.7,   -12.2,    -4.2,   -13.0,    -9.5,      49,
783,2019-02-22,,    12.0,    18.7,   -11.2,    -5.6,   -14.8,   -11.7,      48,
783,2019-02-23,,    12.1,    18.8,    -7.7,    -4.6,   -11.8,    -8.6,      48,
783,2019-02-24,,    12.3,    19.0,   -11.0,    -2.3,   -11.0,    -7.3,      51,
783,2019-02-25,,    12.4,    19.1,   -15.5,    -9.6,   -16.8,   -12.8,      51,
783,2019-02-26,,    13.0,    19.7,   -18.4,   -14.3,   -18.4,   -16.4,      56,
783,2019-02-27,,    13.0,    19.7,   -14.5,   -13.5,   -19.8,   -17.2,      55,
783,2019-02-28,,    13.3,    20.0,    -6.0,    -5.6,   -15.4,    -9.9,      55,
783,2019-03-01,,    13.4,    20.0,   -12.1,     0.6,   -13.5,    -5.8,      55,
783,2019-03-02,,    13.5,    20.2,   -16.5,    -2.8,   -16.5,    -8.7,      57,
783,2019-03-03,,    13.5,    20.2,   -19.2,   -13.1,   -20.5,   -17.7,      55,
783,2019-03-04,,    13.5,    20.2,   -18.8,   -11.3,   -22.1,   -18.2,      54,
783,2019-03-05,,    13.5,    20.2,   -11.0,    -6.2,   -19.7,   -13.1,      52,
783,2019-03-06,,    13.6,    20.2,    -5.1,     0.4,   -12.9,    -6.1,      52,
783,2019-03-07,,    13.7,    20.3,     0.6,     1.5,    -6.6,    -3.0,      52,
783,2019-03-08,,    13.7,    20.4,    -7.9,     2.2,    -9.6,    -3.6,      52,
783,2019-03-09,,    13.8,    20.4,    -8.9,    -2.0,   -10.2,    -6.7,      51,
783,2019-03-10,,    13.8,    20.4,   -10.4,    -0.6,   -12.5,    -8.0,      51,
783,2019-03-11,,    13.8,    20.5,    -6.1,     0.8,   -11.7,    -6.2,      50,
783,2019-03-12,,    13.9,    20.5,    -0.7,     3.6,   -10.3,    -2.3,      50,
783,2019-03-13,,    13.9,    20.6,    -4.7,     1.0,    -4.7,    -1.9,      50,
783,2019-03-14,,    14.0,    20.7,    -5.7,    -0.2,    -5.7,    -4.0,      50,
783,2019-03-15,,    14.0,    20.8,    -6.4,     2.8,    -8.1,    -4.0,      50,
783,2019-03-16,,    14.1,    20.8,    -1.7,     4.7,    -7.9,    -1.3,      48,
783,2019-03-17,,    14.1,    20.8,     0.4,     7.7,    -3.0,     1.8,      48,
783,2019-03-18,,    14.1,    20.8,    -0.3,     8.0,    -0.6,     2.6,      47,
783,2019-03-19,,    14.1,    20.8,     1.5,     8.7,    -1.9,     2.5,      46,
783,2019-03-20,,    14.1,    20.8,     5.1,    12.5,     0.6,     5.4,      46,
783,2019-03-21,,    14.0,    20.8,     7.5,    13.5,     2.2,     7.4,      44,
783,2019-03-22,,    14.0,    20.8,     4.5,    15.2,     2.3,     7.6,      43,
783,2019-03-23,,    13.9,    20.8,     3.0,    13.6,     2.2,     6.6,      42,
783,2019-03-24,,    13.9,    20.8,     1.7,     6.0,     0.4,     3.0,      42,
783,2019-03-25,,    13.8,    20.8,     1.6,     9.5,    -0.1,     4.1,      41,
783,2019-03-26,,    13.7,    20.8,     5.5,    10.1,     0.5,     4.2,      41,
783,2019-03-27,,    14.0,    20.9,    -2.8,     5.9,    -2.8,     2.1,      41,
783,2019-03-28,,    14.4,    21.3,    -1.3,     3.0,    -3.5,    -0.7,      45,
783,2019-03-29,,    14.7,    21.6,    -2.1,     1.9,    -2.3,    -0.5,      47,
783,2019-03-30,,    14.6,    21.6,    -3.9,     4.9,    -4.1,    -0.3,      45,
783,2019-03-31,,    14.6,    21.6,     0.0,     7.8,    -5.1,     1.0,      44,
783,2019-04-01,,    14.6,    21.7,    -1.1,     8.3,    -1.2,     2.4,      44,
783,2019-04-02,,    14.6,    21.7,    -1.5,     7.4,    -1.8,     1.3,      44,
783,2019-04-03,,    14.6,    21.7,     1.2,     9.7,    -2.5,     2.8,      43,
783,2019-04-04,,    14.6,    21.8,     2.8,     6.9,     0.2,     3.1,      43,
783,2019-04-05,,    14.5,    21.9,     3.0,     8.2,     1.7,     4.1,      42,
783,2019-04-06,,    14.3,    22.0,     1.6,     9.2,     1.5,     4.9,      40,
783,2019-04-07,,    14.4,    22.2,    -0.5,     3.1,    -1.7,     0.5,      41,
783,2019-04-08,,    15.0,    22.8,     1.1,     4.3,    -0.5,     1.9,      42,
783,2019-04-09,,    15.2,    23.1,     1.6,     5.8,     0.4,     2.5,      41,
783,2019-04-10,,    16.6,    24.4,    -0.4,     2.1,    -0.5,     1.0,      55,
783,2019-04-11,,    16.8,    24.8,    -1.4,     3.3,    -1.8,     0.4,      54,
783,2019-04-12,,    17.0,    25.0,    -3.2,     5.6,    -4.1,    -0.4,      54,
783,2019-04-13,,    17.2,    25.2,    -0.4,     8.6,    -4.1,     0.2,      54,
783,2019-04-14,,    17.3,    25.3,     0.1,     6.0,    -0.8,     1.3,      54,
783,2019-04-15,,    17.3,    25.4,    -3.2,     2.7,    -3.5,    -0.7,      53,
783,2019-04-16,,    17.4,    25.4,    -1.1,     5.1,    -4.1,    -0.4,      52,
783,2019-04-17,,    17.4,    25.4,     0.9,     5.7,    -2.3,     1.5,      52,
783,2019-04-18,,    17.6,    25.7,     2.5,     6.2,     0.4,     2.4,      51,
783,2019-04-19,,    17.3,    25.7,     9.0,    12.8,     2.0,     7.4,      49,
783,2019-04-20,,    16.9,    26.4,     5.3,    14.1,     4.7,     8.5,      44,
783,2019-04-21,,    16.3,    26.9,     2.4,     8.5,     2.4,     4.5,      43,
783,2019-04-22,,    15.9,    26.9,     3.9,    11.5,     1.5,     4.3,      41,
783,2019-04-23,,    15.5,    26.9,     6.5,    13.9,     2.1,     7.7,      39,
783,2019-04-24,,    14.8,    26.9,     5.3,     9.6,     4.1,     6.4,      37,
783,2019-04-25,,    14.3,    26.9,     2.5,    10.7,     2.5,     6.1,      35,
783,2019-04-26,,    13.9,    26.9,     5.3,    13.0,     0.9,     6.2,      35,
783,2019-04-27,,    13.9,    27.1,     1.8,     5.7,     1.2,     3.3,      35,
783,2019-04-28,,    13.9,    27.2,    -3.2,     4.6,    -3.3,     0.2,      35,
783,2019-04-29,,    14.1,    27.3,    -7.1,     0.2,    -7.3,    -4.2,      37,
783,2019-04-30,,    14.2,    27.3,    -6.2,     4.8,    -9.8,    -2.8,      35,
783,2019-05-01,,    14.2,    27.3,    -1.7,     5.2,    -7.7,    -1.2,      35,
783,2019-05-02,,    14.1,    27.3,    -0.9,     5.6,    -2.6,     1.6,      35,
783,2019-05-03,,    14.1,    27.3,     1.8,     6.0,    -1.3,     1.9,      35,
783,2019-05-04,,    13.8,    27.3,     3.8,    12.1,     0.7,     6.2,      33,
783,2019-05-05,,    13.3,    27.3,     5.9,    14.0,     3.1,     7.8,      32,
783,2019-05-06,,    13.1,    27.6,     2.4,     9.4,     2.1,     4.7,      31,
783,2019-05-07,,    12.6,    27.6,     5.0,    11.6,     2.0,     5.6,      30,
783,2019-05-08,,    12.1,    27.6,     4.2,    13.1,     3.4,     7.4,      29,
783,2019-05-09,,    11.9,    27.8,     1.7,    11.1,     1.5,     5.0,      28,
783,2019-05-10,,    11.2,    27.8,     5.0,    10.9,     0.5,     5.6,      26,
783,2019-05-11,,    10.5,    27.8,     9.0,    15.7,     4.9,    10.1,      25,
783,2019-05-12,,     9.7,    27.8,    10.2,    19.2,     5.7,    12.8,      23,
783,2019-05-13,,     8.5,    27.8,     9.1,    18.2,     6.9,    12.6,      21,
783,2019-05-14,,     7.4,    27.8,    10.0,    18.7,     6.5,    12.1,      18,
783,2019-05-15,,     6.2,    27.8,     7.0,    19.5,     6.9,    12.7,      15,
783,2019-05-16,,     5.4,    28.0,     6.4,    12.7,     5.3,     8.1,      13,
783,2019-05-17,,     4.5,    28.6,     5.4,    12.9,     5.4,     8.3,      11,
783,2019-05-18,,     4.1,    29.4,     1.5,     6.4,     1.5,     4.3,      10,
783,2019-05-19,,     4.1,    29.8,     1.2,     4.0,     1.2,     2.4,      10,
783,2019-05-20,,     3.8,    29.8,     0.6,     7.1,     0.6,     3.2,       9,
783,2019-05-21,,     3.7,    29.8,     1.6,     5.1,     0.4,     2.5,       9,
783,2019-05-22,,     3.2,    29.8,     2.4,    10.7,     0.1,     4.6,       8,
783,2019-05-23,,     2.7,    29.8,     3.7,     9.0,     1.4,     5.0,       7,
783,2019-05-24,,     1.7,    29.8,     7.1,    13.9,     3.3,     8.5,       4,
783,2019-05-25,,     0.6,    30.0,     4.3,    12.5,     3.9,     7.6,       1,
783,2019-05-26,,     0.0,    30.3,     5.5,    11.4,     3.6,     6.7,       0,
783,2019-05-27,,     0.0,    30.4,     4.3,     7.2,     4.3,     5.6,       0,
783,2019-05-28,,     0.0,    30.4,     5.3,    11.7,     3.9,     7.0,       0,
783,2019-05-29,,     0.0,    30.4,     8.1,    16.9,     4.1,    10.6,       0,
783,2019-05-30,,     0.0,    30.4,    10.6,    19.1,     7.0,    13.2,       0,
783,2019-05-31,,     0.0,    30.4,     9.4,    18.2,     9.3,    12.8,       0,
783,2019-06-01,,     0.0,    30.4,     9.4,    17.1,     7.9,    11.6,       0,
783,2019-06-02,,     0.0,    30.6,    11.3,    19.5,     9.0,    13.0,       0,
783,2019-06-03,,     0.0,    30.6,    13.4,    20.4,    10.7,    15.3,       0,
783,2019-06-04,,     0.0,    30.6,     8.1,    19.3,     8.1,    14.7,       0,
783,2019-06-05,,     0.0,    30.6,     7.9,    18.7,     5.8,    12.8,       0,
783,2019-06-06,,     0.0,    30.6,     8.1,    18.2,     7.2,    12.8,       0,
783,2019-06-07,,     0.0,    31.3,     2.7,     8.5,     2.4,     5.5,       0,
783,2019-06-08,,     0.0,    31.4,     1.2,     7.7,     0.9,     3.1,       0,
783,2019-06-09,,     0.0,    31.5,     2.9,     8.2,     0.7,     3.3,       0,
783,2019-06-10,,     0.0,    31.5,     8.6,    14.5,     2.4,     8.2,       0,
783,2019-06-11,,     0.0,    31.5,    10.6,    16.2,     6.9,    12.0,       0,
783,2019-06-12,,     0.0,    31.5,    11.4,    18.5,     8.2,    13.1,       0,
783,2019-06-13,,     0.0,    31.5,    14.9,    21.8,    10.6,    16.6,       0,
783,2019-06-14,,     0.0,    31.6,    14.3,    22.8,    11.2,    16.4,       0,
783,2019-06-15,,     0.0,    31.7,    11.0,    20.3,    10.9,    15.3,       0,
783,2019-06-16,,     0.0,    31.7,    12.4,    18.6,    10.2,    14.2,       0,
783,2019-06-17,,     0.0,    32.1,    10.0,    18.3,     9.7,    13.0,       0,
783,2019-06-18,,     0.0,    32.2,    11.9,    17.7,     8.9,    12.9,       0,
783,2019-06-19,,     0.0,    32.2,     8.9,    18.5,     8.9,    14.2,       0,
783,2019-06-20,,     0.0,    32.3,     3.2,    12.6,     3.2,     8.6,       0,
783,2019-06-21,,     0.0,    32.8,     2.1,     7.9,     1.4,     3.4,       0,
783,2019-06-22,,     0.0,    32.9,     5.5,     8.6,     1.8,     4.9,       0,
783,2019-06-23,,     0.0,    32.9,     6.2,    11.1,     4.8,     7.9,       0,
783,2019-06-24,,     0.0,    32.9,     7.3,    12.2,     5.9,     8.7,       0,
783,2019-06-25,,     0.0,    32.9,     6.5,    14.7,     6.0,     9.1,       0,
783,2019-06-26,,     0.0,    32.9,    10.4,    15.2,     5.1,    10.6,       0,
783,2019-06-27,,     0.0,    33.1,     8.2,    18.7,     7.6,    11.9,       0,
783,2019-06-28,,     0.0,    33.1,     6.1,    16.2,     5.8,    10.3,       0,
783,2019-06-29,,     0.0,    33.1,     7.8,    15.2,     6.0,     9.6,       0,
783,2019-06-30,,     0.0,    33.1,    10.2,    18.1,     6.6,    12.3,       0,
783,2019-07-01,,     0.0,    33.1,    12.5,    20.2,     8.7,    14.7,       0,
783,2019-07-02,,     0.0,    33.1,    13.2,    21.4,    10.7,    15.8,       0,
783,2019-07-03,,     0.0,    33.4,     7.9,    17.6,     7.9,    12.4,       0,
783,2019-07-04,,     0.0,    33.7,     7.5,    13.3,     6.5,     8.5,       0,
783,2019-07-05,,     0.0,    33.7,     9.6,    17.2,     6.4,    11.6,       0,
783,2019-07-06,,     0.0,    33.7,    13.8,    20.2,     8.2,    14.7,       0,
783,2019-07-07,,     0.0,    33.8,    10.9,    21.7,     9.7,    15.6,       0,
783,2019-07-08,,     0.0,    33.8,     9.1,    18.2,     9.0,    13.2,       0,
783,2019-07-09,,     0.0,    33.8,     9.3,    16.7,     7.8,    11.5,       0,
783,2019-07-10,,     0.0,    33.8,    14.8,    19.3,     8.0,    13.1,       0,
783,2019-07-11,,     0.0,    33.8,    14.1,    21.6,    11.6,    16.7,       0,
783,2019-07-12,,     0.0,    33.8,    12.8,    20.1,    11.1,    15.3,       0,
783,2019-07-13,,     0.0,    33.8,    15.5,    22.4,    12.0,    17.1,       0,
783,2019-07-14,,     0.0,    33.8,    15.4,    23.2,    14.0,    18.0,       0,
783,2019-07-15,,     0.0,    34.1,    12.4,    20.8,    10.8,    15.7,       0,
783,2019-07-16,,     0.0,    34.1,     9.9,    20.2,     9.5,    14.7,       0,
783,2019-07-17,,     0.0,    34.2,    10.0,    18.3,     9.1,    12.3,       0,
783,2019-07-18,,     0.0,    34.2,    10.5,    15.6,     8.1,    12.0,       0,
783,2019-07-19,,     0.0,    34.3,     8.4,    14.8,     7.1,    11.0,       0,
783,2019-07-20,,     0.0,    34.3,     6.7,    13.7,     4.7,     9.3,       0,
